"user","viz","actions","difficulty"
"4bHzrqd3Kx4nAQDTg","dots",11.25,"hard"
"4cekzyN5zuwojmnci","dots",5.75,"hard"
"5qxdMLFYgbsEGJ9tD","dots",11.5,"hard"
"75QZK5nw8m4DfumgR","dots",15.75,"hard"
"77KtRQutp99JMKJwD","dots",6.25,"hard"
"7GXgCz7Go95qTbRce","dots",13.5,"hard"
"BnbtFpPvRuYfAdpYN","dots",5.25,"hard"
"CA5xS7Nq56pMioKzB","dots",7.5,"hard"
"EEmWu4X3YQuDbErED","dots",20.5,"hard"
"Gt2GxvdyBNaPGqcmE","dots",4.5,"hard"
"HjdLX33xpiCLh75mZ","dots",5,"hard"
"J4bRPSnhTfc7sQA2Y","dots",6.5,"hard"
"JHcaqTgSWv8ht7Zch","dots",10.75,"hard"
"JXd3L2ZAaKk93vqf5","dots",14.25,"hard"
"KTpX2Ch4kDTYCpREs","dots",21.75,"hard"
"Lf34EiiyFH9v4earA","dots",6.5,"hard"
"P5CXiwPHSyYMAnZ9q","dots",7,"hard"
"PPTDwWFB3x89cfJ62","dots",10.25,"hard"
"PYZKwDh6EPsmXCwBH","dots",16.75,"hard"
"Q7tqY7v3qTCTZpPov","dots",4.75,"hard"
"QC5CAtSGLrMGWoddJ","dots",9.5,"hard"
"QmYRG24m67s3RZ2hA","dots",8.5,"hard"
"QzcrKqfgWMxPHbBGu","dots",24.25,"hard"
"RsBSQPq8gPAy9GRyY","dots",5,"hard"
"RynsssJY5QArKkYwL","dots",5.25,"hard"
"T3Awsz2mJfufhe2To","dots",12,"hard"
"TvjgdQiSWYAmJvKcK","dots",7.5,"hard"
"XPArDBGapfrz4N45c","dots",13.5,"hard"
"Y3CgSbxKHxqyGsgCd","dots",4.75,"hard"
"YNDbrrFTtu6a9mksv","dots",14.5,"hard"
"aPayCz3H3CxXSvQ88","dots",13.75,"hard"
"bZ48dWnRzW4x8Z27C","dots",15,"hard"
"bdoFcNS8GmtufccH3","dots",7.5,"hard"
"becdkK7sXapRRALWn","dots",9.5,"hard"
"dNFwJXrFfoWxjrLD8","dots",6.75,"hard"
"do6WBMEkF4c69LoCY","dots",8.25,"hard"
"dxzbcACHmXmH32crW","dots",6.25,"hard"
"eWfxHMR4f2ZwbivAc","dots",12,"hard"
"es47YwR3cjiG8zN5Q","dots",3,"hard"
"fit2d2FdLfjtTFFXi","dots",4.25,"hard"
"jFLTvdMXkduoZ5FWq","dots",5.25,"hard"
"k4WaCsMwLW5HgfsWH","dots",15,"hard"
"k7CaR8sHMRoGWRE8s","dots",15.25,"hard"
"kLKvgkXFiMTsyG6x9","dots",14.75,"hard"
"kbpbErs3ntivuaXo5","dots",14,"hard"
"n2PHs2jYdgzP984df","dots",11,"hard"
"oB78DWRH65xKAh7iX","dots",20.25,"hard"
"onfiXnMn5crvkJhmp","dots",10,"hard"
"orznAgq52iPAZW2Gj","dots",5.75,"hard"
"pTWdiRycrFuEM7Msx","dots",8.25,"hard"
"q4BeJcAgJScQrDshx","dots",11.75,"hard"
"qPeYLf7hGCaX9PccK","dots",10,"hard"
"qmmwXtpiAC6Cv7PEB","dots",6.75,"hard"
"qu7BoNB8B2jM96Tce","dots",14.25,"hard"
"r2Zi8nWky4RAJxPvf","dots",7,"hard"
"rJN3dky3R9Gx7AMG4","dots",14,"hard"
